,Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #,Unnamed: 7,Unnamed: 8
61,DEBIT,2024-11-29,FACULTY STAFF CLUB 472 619-5947611 CA        11/27,-32.0,DEBIT_CARD,2051.89,,,
62,DEBIT,2024-11-29,AZTEC MARKET BELL PAVI 619-5947611 CA        11/26,-0.54,DEBIT_CARD,2083.89,,,
63,DEBIT,2024-11-27,TARGET        00014100 SAN DIEGO CA          11/26,-1.49,DEBIT_CARD,2084.43,,,
64,DEBIT,2024-11-26,TARGET T- 1288 CAMINO SAN DIEGO CA           11/26,-139.96,DEBIT_CARD,2085.92,,,
65,DEBIT,2024-11-26,SDSU BOOKSTORE 304 SAN DIEGO CA      110930  11/26,-5.39,DEBIT_CARD,2225.88,,,
66,DEBIT,2024-11-25,TRADER JOE S #22 TRADE SAN DIEGO CA  217704  11/25,-25.28,DEBIT_CARD,2231.27,,,
67,DEBIT,2024-11-25,AZTEC MARKET BELL PAVI 619-5947611 CA        11/22,-5.69,DEBIT_CARD,2256.55,,,
68,DEBIT,2024-11-25,FACULTY STAFF CLUB 472 619-5947611 CA        11/21,-36.0,DEBIT_CARD,2262.24,,,
69,DEBIT,2024-11-20,FACULTY STAFF CLUB 472 619-5947611 CA        11/18,-16.0,DEBIT_CARD,2298.24,,,
70,DEBIT,2024-11-18,AZTEC MARKET BELL PAVI 619-5947611 CA        11/14,-2.99,DEBIT_CARD,2314.24,,,
71,DEBIT,2024-11-14,TST* BABA'S PIZZA - SDS SAN DIEGO CA         11/14,-16.67,DEBIT_CARD,2317.23,,,
72,DEBIT,2024-11-12,Zelle payment to Juancho 22674816208,-3000.0,QUICKPAY_DEBIT,2333.90,,,
73,DEBIT,2024-11-12,FACULTY STAFF CLUB 472 619-5947611 CA        11/07,-16.0,DEBIT_CARD,5333.90,,,
74,DEBIT,2024-11-08,Online Transfer to  SAV ...9000 transaction#: 22313189306,-500.0,ACCT_XFER,5349.90,,,
75,DEBIT,2024-11-07,TRADER JOE S #22 TRADE SAN DIEGO CA  840211  11/07,-20.34,DEBIT_CARD,5849.90,,,
76,DEBIT,2024-11-07,IN-N-OUT SDMISSIONVALL SAN DIEGO CA          11/06,-9.32,DEBIT_CARD,5870.24,,,
77,DEBIT,2024-11-07,AZTEC MARKET BELL PAVI 619-5947611 CA        11/05,-8.99,DEBIT_CARD,5879.56,,,
78,DEBIT,2024-11-01,AZTEC MARKET BELL PAVI 619-5947611 CA        10/30,-2.49,DEBIT_CARD,5888.55,,,
